,NMF0,NMF1,NMF2,NMF3,NMF4,NMF5,NMF6,NMF7,NMF8,NMF9
0,0.01665492224072989,0.13057618882865424,0.0,0.0213625053744384,0.042080233364637176,0.0024286643255572,0.006380475136532732,0.0,0.04215203533278488,0.0
1,0.05348743857219032,0.07426083916035635,3.569043748510235e-05,0.04468977443853569,0.0012949576237595163,0.004172484494702585,0.0,0.007518846245614344,0.010598493871362285,0.054608590621047705
2,0.11795381474581895,0.14693395949299035,0.0,0.0,0.020699366651011363,0.0037690008779252475,0.10929119183337542,0.0019000016112814915,0.04110716175589695,0.0
3,0.008459307034330248,0.14384881415587797,0.00020696269283717952,0.014318954794998423,0.016461314855757074,0.00508183254166782,0.022866169243483142,0.009587395289622911,0.0,0.024475625855228927
4,0.0,0.11313843736356907,2.2575773974914683e-06,0.0,0.0684684903168469,0.0,0.04407241397421069,0.009935167737179246,0.02854203699203895,0.006613999364289527
5,0.02557205118701132,0.0237371943841759,2.355797539969014e-05,0.027983154476239256,0.03216050983245285,0.0005753664213800611,0.08325562354642556,0.06477425560512193,0.004534723440528331,0.011137687324622487
6,0.10086834592372591,0.0,0.00018908062084648989,0.056007099693333846,0.007663264495799509,0.0023675300813776777,0.030816796089780458,0.0,0.026538108105325395,6.818036589645655e-05
7,0.008271150652347665,0.03590812858819412,0.0008403977184657469,0.0007079397267729027,0.0002812126938958921,0.0007291896996376815,0.0,0.0,0.0,0.09808250986328258
8,0.0,0.029845123027024974,0.0021036868406364025,0.0,0.0,0.0,0.09429342379993984,0.017991855100446447,0.043368831011103774,0.04944797526969631
9,0.08876072510554901,0.0,0.0019308204560524258,0.01564779172781758,0.0,0.002542802591081068,0.010450783853425112,0.013114501453772845,0.00361568347016609,0.042924629668434404
10,0.0,0.1397869031319823,0.0,0.03680646222817338,0.0,0.0036915835230006476,0.0,0.022144228835393305,0.0017119072199981648,0.012658268956644972
11,0.007892307044368375,0.20606189626831461,0.001349642416213628,0.0678430383487948,0.04197630372074989,0.0031104945267710904,0.08094461009964894,0.016104657962579146,0.03152920705594938,0.029812726769893248
12,0.05025191121518246,0.12346846927446907,0.0018877231636496477,0.057061183404400494,0.0,0.00014885461670110592,0.016579734638909317,0.0,0.019078813230794953,0.005008632997225226
13,0.0,0.16615605735849628,0.0005422136432893842,0.018638544138791728,0.0,0.0,0.03081084485845902,0.02455131584311493,0.01106616823802266,0.03454287822920485
14,0.013938507067846056,0.14338644843059017,0.0012264057582822218,0.0,0.04598262585327887,0.007666282394905152,0.0215921799206642,0.0,0.015895689613344022,0.029489979582725916
15,0.0,0.003923472019054368,0.00010846885765595512,0.015807372466539082,2.3693073545537405e-05,0.0001389762419888738,0.037405239831730615,0.0001128650383290525,0.005465141333689026,0.018258592747557412
16,0.020406706087332898,0.018384234605355584,0.0,0.006261502758243944,0.0,0.005724796314037957,0.04786356646840653,0.0,0.004845968561338004,0.07964707861435277
17,0.07945571815845204,0.007998908734985108,7.909540039721475e-05,0.012872127711501839,0.0,0.006547134409197175,0.10664445540544153,0.023076716206771646,0.010638798529872947,0.03808176494301651
18,0.021510788725556104,0.0,0.0003041854534084017,0.0002526237381123947,0.03243562683042561,0.0015926911792660456,0.047866462396766174,0.02648446613681072,0.001221654271824169,0.01364694246946573
19,0.08494492760246301,0.05790333607330793,4.1538560625108644e-06,0.05358706368366801,0.05904814633551896,0.0020020585660182923,0.0,0.02409454049623768,0.04364902122914961,0.009231558464113117
20,0.0009928751429754564,0.17996007838444666,0.0002155703474132197,0.10153560881432527,0.004985197545541491,0.00013298967578965047,0.11235288779175151,0.0,0.022711962042704387,0.004418095863014825
21,0.073476125596807,0.11487206147573462,0.0007043921534267458,7.056747732471414e-05,0.0,0.0,0.0008342469041721219,0.10868672140617003,0.0,0.0
22,0.03125670708898213,0.19186959694376524,0.0,0.013467851438846374,0.0003843197401146436,0.004387234032632616,0.0015567486371376611,0.0,0.04032809218505515,0.08460402727656645
23,0.16920056140102968,0.05103805522345709,0.002026156964059965,0.0005563349967223802,0.0506693990477978,0.0,0.0,0.0028136576702447306,0.0,0.0
24,0.0,0.017703370648924233,0.0007492639266737306,0.025985544753699664,0.010484946416440016,0.009691016536180494,0.0,0.04463258051034389,0.015018053130805103,0.03190491210782395
25,0.11640630458610753,0.05582119313743927,0.000584507187064266,0.011996971101307001,0.0014246088063776066,0.00221950513727484,0.0004048755872878709,0.0422181019067234,0.022917773625792098,0.07636353025642534
26,0.07451068630707963,0.10146470618507002,0.0011178937914383478,0.032945567146087484,0.03599111733743332,0.0,0.10334567033007579,0.002892121025486921,0.010494418535452429,0.021570437020773582
27,0.025540479349779807,0.11209680676201184,0.0019182822642187505,0.12926225423455062,0.005073602882110888,0.0023305976058615786,0.07489874803683659,0.00029936727017655017,0.0002720725859370447,0.0
28,0.07480374728272522,0.12681775591441646,0.00047320714215925454,0.026013918735544973,0.007184281868377424,0.02064332668266961,0.07210395213060383,0.0,0.0,0.002674185308018228
29,0.012312146441319168,0.018117277630630788,0.004596310107744398,0.005545514377343859,0.004970250381761406,0.00037206724907684364,0.04861077821292293,0.0,0.0,0.02821683733771526
30,0.0,0.05846205489006712,0.0006344214441543446,0.033879324651597126,0.008874012381259016,0.0015665140964877514,0.2355924954224542,0.00223184105239583,0.0034159312096363457,0.07942637707328729
31,0.04331510126259598,0.0,0.0,0.018730488219007177,0.03662400305733383,0.0036340987054461985,0.01796905271465574,0.019746995207926103,0.0201240964493513,0.05820068597214758
